brand,category_code,event_type,count
alteco,apparel.jumper,view,635
alteco,apparel.pajamas,cart,11
alteco,apparel.pajamas,purchase,2
alteco,apparel.pajamas,view,1289
alteco,apparel.shirt,cart,276
alteco,apparel.shirt,purchase,94
alteco,apparel.shirt,view,5560
alteco,apparel.shoes,cart,547
alteco,apparel.shoes,purchase,148
alteco,apparel.shoes,view,10241
alteco,apparel.shoes.sandals,cart,13
alteco,apparel.shoes.sandals,view,355
alteco,apparel.tshirt,cart,50
alteco,apparel.tshirt,purchase,18
alteco,apparel.tshirt,view,2037
alteco,appliances.environment.air_conditioner,cart,250
alteco,appliances.environment.air_conditioner,purchase,72
alteco,appliances.environment.air_conditioner,view,3548
alteco,appliances.environment.air_heater,cart,24
alteco,appliances.environment.air_heater,purchase,7
alteco,appliances.environment.air_heater,view,773
alteco,appliances.kitchen.hood,cart,1452
alteco,appliances.kitchen.hood,purchase,415
alteco,appliances.kitchen.hood,view,37319
alteco,appliances.kitchen.kettle,cart,51
alteco,appliances.kitchen.kettle,purchase,17
alteco,appliances.kitchen.kettle,view,2238
alteco,appliances.personal.scales,cart,71
alteco,appliances.personal.scales,purchase,28
alteco,appliances.personal.scales,view,1716
alteco,construction.tools.drill,cart,1
alteco,construction.tools.drill,view,104
alteco,construction.tools.generator,view,27
alteco,construction.tools.light,cart,492
alteco,construction.tools.light,purchase,139
alteco,construction.tools.light,view,13729
alteco,construction.tools.pump,cart,1
alteco,construction.tools.pump,purchase,1
alteco,construction.tools.pump,view,43
alteco,construction.tools.saw,cart,769
alteco,construction.tools.saw,purchase,201
alteco,construction.tools.saw,view,12828
alteco,construction.tools.soldering,cart,4
alteco,construction.tools.soldering,view,481
alteco,construction.tools.welding,cart,65
alteco,construction.tools.welding,purchase,17
alteco,construction.tools.welding,view,3573
alteco,electronics.audio.acoustic,cart,293
alteco,electronics.audio.acoustic,purchase,78
alteco,electronics.audio.acoustic,view,5387
alteco,electronics.audio.microphone,cart,534
alteco,electronics.audio.microphone,purchase,163
alteco,electronics.audio.microphone,view,9156
alteco,electronics.clocks,cart,41
alteco,electronics.clocks,purchase,15
alteco,electronics.clocks,view,864
alteco,furniture.bathroom.bath,view,3
alteco,furniture.living_room.chair,view,4
alteco,sport.tennis,view,10
alteco,sport.trainer,cart,354
alteco,sport.trainer,purchase,103
alteco,sport.trainer,view,11082
altel,furniture.kitchen.table,cart,141
altel,furniture.kitchen.table,purchase,33
altel,furniture.kitchen.table,view,1782
alterna,apparel.shoes,view,5
alterna,auto.accessories.winch,cart,2
alterna,auto.accessories.winch,purchase,1
alterna,auto.accessories.winch,view,51
alterna,electronics.video.projector,view,1
alterna,furniture.bathroom.toilet,view,1
altex,kids.dolls,cart,1
altex,kids.dolls,view,111
altinbasak,furniture.bedroom.pillow,view,1
altinbasak,kids.skates,view,10
altrad,country_yard.cultivator,view,1
alutec,appliances.ironing_board,view,2
alvarez,electronics.audio.acoustic,view,12
alveus,appliances.personal.massager,cart,1
alveus,appliances.personal.massager,purchase,1
alveus,appliances.personal.massager,view,27
alvitek,auto.accessories.anti_freeze,view,4
alvitek,furniture.bedroom.blanket,view,4
alvo,furniture.living_room.chair,cart,27
alvo,furniture.living_room.chair,purchase,15
alvo,furniture.living_room.chair,view,1284
alza,accessories.bag,view,3
am-pm,computers.desktop,cart,2
am-pm,computers.desktop,purchase,1
am-pm,computers.desktop,view,61
am.pm,appliances.personal.massager,view,5
am.pm,computers.desktop,cart,1
am.pm,computers.desktop,purchase,1
am.pm,computers.desktop,view,191
am.pm,construction.tools.light,view,25
am.pm,electronics.clocks,view,12
am.pm,furniture.bathroom.toilet,view,54
am.pm,furniture.bedroom.blanket,cart,2
am.pm,furniture.bedroom.blanket,view,1516
am.pm,furniture.living_room.cabinet,view,1
amalbooks,computers.notebook,cart,14
amalbooks,computers.notebook,purchase,2
amalbooks,computers.notebook,view,172
amalbooks,furniture.universal.light,cart,89
amalbooks,furniture.universal.light,purchase,19
amalbooks,furniture.universal.light,view,711
amalbooks,sport.ski,view,2
amarobaby,appliances.kitchen.juicer,cart,2
amarobaby,appliances.kitchen.juicer,view,205
amatis,sport.bicycle,cart,16
amatis,sport.bicycle,purchase,8
amatis,sport.bicycle,view,1662
amazfit,apparel.shoes,view,6
amazfit,electronics.clocks,cart,1611
amazfit,electronics.clocks,purchase,482
amazfit,electronics.clocks,view,39879
amazon,computers.ebooks,cart,60
amazon,computers.ebooks,purchase,9
amazon,computers.ebooks,view,5330
amazon,furniture.living_room.chair,view,31
ambassador,sport.tennis,view,1
ambition,accessories.bag,cart,3
ambition,accessories.bag,view,273
ambition,apparel.trousers,view,5
ambition,construction.tools.generator,cart,2
ambition,construction.tools.generator,view,197
ambition,electronics.telephone,view,1
amd,apparel.shoes.slipons,view,239
amd,apparel.shoes.step_ins,cart,944
amd,apparel.shoes.step_ins,purchase,230
amd,apparel.shoes.step_ins,view,53552
amd,appliances.kitchen.juicer,cart,1
amd,appliances.kitchen.juicer,purchase,1
amd,appliances.kitchen.juicer,view,69
amd,appliances.kitchen.kettle,view,2
amd,computers.components.cooler,view,10
amd,computers.components.cpu,view,1501
amd,computers.components.memory,view,4
amd,computers.components.videocards,view,60
amefa,apparel.shoes.keds,view,397
amefa,appliances.kitchen.kettle,cart,54
amefa,appliances.kitchen.kettle,purchase,24
amefa,appliances.kitchen.kettle,view,787
amega,furniture.bedroom.bed,cart,1
amega,furniture.bedroom.bed,view,36
amen,accessories.bag,view,6
amen,country_yard.furniture.hammok,cart,19
amen,country_yard.furniture.hammok,purchase,4
amen,country_yard.furniture.hammok,view,355
amet,construction.tools.generator,view,1
amico,apparel.scarf,cart,1
amico,apparel.scarf,purchase,1
amico,apparel.scarf,view,119
amigami,furniture.living_room.chair,view,82
amiibo,apparel.shoes,cart,2
amiibo,apparel.shoes,view,138
amos,apparel.shoes,cart,1
amos,apparel.shoes,view,251
amouage,apparel.jeans,view,19
amouage,apparel.shoes.sandals,cart,12
amouage,apparel.shoes.sandals,purchase,2
amouage,apparel.shoes.sandals,view,1245
amova,computers.peripherals.printer,view,5
amova,construction.components.faucet,cart,1
amova,construction.components.faucet,view,119
amova,furniture.bedroom.bed,view,9
amova,kids.toys,view,42
ampeg,kids.swing,view,6
amra,apparel.shoes,cart,10
amra,apparel.shoes,purchase,2
amra,apparel.shoes,view,32
ams,auto.accessories.player,view,20
ams,electronics.video.tv,cart,858
ams,electronics.video.tv,purchase,282
ams,electronics.video.tv,view,37785
amsterdam,sport.ski,cart,26
amsterdam,sport.ski,purchase,13
amsterdam,sport.ski,view,904
amtel,computers.desktop,cart,1
amtel,computers.desktop,view,29
amur,construction.components.faucet,view,1
anahickmann,apparel.jumper,view,3
anatomico,construction.tools.light,view,176
and,medicine.tools.tonometer,view,5
andrea,appliances.kitchen.dishwasher,view,1
andromeda,apparel.shirt,view,9
anelli,construction.components.faucet,view,12
anemone,apparel.shoes,cart,1
anemone,apparel.shoes,view,88
anemone,appliances.kitchen.meat_grinder,view,87
anemone,computers.peripherals.mouse,cart,58
anemone,computers.peripherals.mouse,purchase,16
anemone,computers.peripherals.mouse,view,2216
anemone,construction.tools.drill,cart,177
anemone,construction.tools.drill,purchase,67
anemone,construction.tools.drill,view,5418
anemone,furniture.kitchen.table,cart,12
anemone,furniture.kitchen.table,purchase,3
anemone,furniture.kitchen.table,view,1052
anemone,kids.toys,cart,98
anemone,kids.toys,purchase,35
anemone,kids.toys,view,2751
anesi,accessories.bag,view,11
anesi,construction.tools.saw,view,46
anesi,furniture.living_room.sofa,cart,4
anesi,furniture.living_room.sofa,purchase,2
anesi,furniture.living_room.sofa,view,102
anex,electronics.telephone,cart,5
anex,electronics.telephone,purchase,1
anex,electronics.telephone,view,61
anex,kids.carriage,view,45
anex,kids.skates,cart,163
anex,kids.skates,purchase,57
anex,kids.skates,view,8969
anex,kids.toys,view,3
angel,computers.components.cooler,view,4
angelteam,furniture.universal.light,cart,4
angelteam,furniture.universal.light,purchase,1
angelteam,furniture.universal.light,view,598
angelteam,kids.skates,cart,1
angelteam,kids.skates,purchase,1
angelteam,kids.skates,view,142
anhuitech,apparel.shirt,view,3
annaanna,apparel.dress,view,7
annaluma,furniture.kitchen.table,view,83
anon,sport.ski,view,2
anskin,apparel.shirt,cart,2
anskin,apparel.shirt,view,115
anskin,apparel.shoes.keds,view,11
ansmann,accessories.bag,cart,5
ansmann,accessories.bag,purchase,1
ansmann,accessories.bag,view,586
ansmann,apparel.trousers,view,7
ansmann,construction.tools.light,view,2
ansmann,country_yard.furniture.hammok,cart,12
ansmann,country_yard.furniture.hammok,purchase,4
ansmann,country_yard.furniture.hammok,view,620
ansmann,furniture.kitchen.chair,cart,2
ansmann,furniture.kitchen.chair,purchase,1
ansmann,furniture.kitchen.chair,view,115
ant,sport.trainer,view,5
anta,apparel.shoes.keds,view,20
anta,apparel.sock,view,76
anta,appliances.personal.massager,cart,1
anta,appliances.personal.massager,view,45
anta,construction.tools.drill,cart,56
anta,construction.tools.drill,purchase,11
anta,construction.tools.drill,view,5333
anta,construction.tools.pump,cart,4
anta,construction.tools.pump,purchase,1
anta,construction.tools.pump,view,256
anta,sport.snowboard,cart,11
anta,sport.snowboard,purchase,2
anta,sport.snowboard,view,209
antec,computers.components.power_supply,cart,45
antec,computers.components.power_supply,purchase,24
antec,computers.components.power_supply,view,1397
antec,sport.trainer,cart,70
antec,sport.trainer,purchase,30
antec,sport.trainer,view,2230
antel,apparel.shoes,view,3
antika,apparel.shorts,cart,12
antika,apparel.shorts,purchase,2
antika,apparel.shorts,view,1176
antika,computers.components.cooler,cart,4
antika,computers.components.cooler,view,161
antonio,appliances.personal.hair_cutter,cart,6
antonio,appliances.personal.hair_cutter,view,140
antonio,computers.components.power_supply,cart,1
antonio,computers.components.power_supply,view,85
antonio,sport.ski,cart,1
antonio,sport.ski,view,29
anytek,accessories.wallet,cart,163
anytek,accessories.wallet,purchase,52
anytek,accessories.wallet,view,6476
aoc,appliances.personal.massager,cart,241
aoc,appliances.personal.massager,purchase,58
aoc,appliances.personal.massager,view,13571
aoc,computers.peripherals.monitor,view,45
aoc,electronics.video.tv,view,53
aoki,appliances.sewing_machine,view,78
aolais,apparel.costume,cart,1
aolais,apparel.costume,view,226
aopen,electronics.telephone,cart,2
aopen,electronics.telephone,purchase,1
aopen,electronics.telephone,view,710
aorus,appliances.personal.massager,cart,3
aorus,appliances.personal.massager,view,910
aoteli,computers.desktop,view,9
apacer,apparel.shoes.slipons,cart,207
apacer,apparel.shoes.slipons,purchase,63
apacer,apparel.shoes.slipons,view,6566
apacer,appliances.environment.fan,view,1
apacer,appliances.kitchen.juicer,cart,257
apacer,appliances.kitchen.juicer,purchase,55
apacer,appliances.kitchen.juicer,view,7934
apacer,appliances.personal.massager,cart,386
apacer,appliances.personal.massager,purchase,103
apacer,appliances.personal.massager,view,6306
apacer,auto.accessories.parktronic,view,5
apacer,computers.components.hdd,view,34
apacer,computers.components.memory,view,13
apacer,computers.components.videocards,cart,7
apacer,computers.components.videocards,purchase,1
apacer,computers.components.videocards,view,73
apacer,country_yard.cultivator,cart,25
apacer,country_yard.cultivator,purchase,11
apacer,country_yard.cultivator,view,893
apache,sport.trainer,cart,152
apache,sport.trainer,purchase,35
apache,sport.trainer,view,5381
apart,appliances.kitchen.toster,cart,3
apart,appliances.kitchen.toster,view,633
apart,auto.accessories.radar,view,97
apex,sport.trainer,cart,92
apex,sport.trainer,purchase,38
apex,sport.trainer,view,3926
apocalypse,electronics.audio.subwoofer,view,81
apollo,apparel.shoes,cart,337
apollo,apparel.shoes,purchase,127
apollo,apparel.shoes,view,4525
apollo,apparel.shoes.keds,cart,64
apollo,apparel.shoes.keds,purchase,18
apollo,apparel.shoes.keds,view,2676
apollo,appliances.kitchen.kettle,cart,80
apollo,appliances.kitchen.kettle,purchase,23
apollo,appliances.kitchen.kettle,view,1669
apollo,appliances.kitchen.mixer,cart,8
apollo,appliances.kitchen.mixer,purchase,2
apollo,appliances.kitchen.mixer,view,222
apollo,computers.peripherals.camera,cart,240
apollo,computers.peripherals.camera,purchase,90
apollo,computers.peripherals.camera,view,5723
apollo,construction.tools.axe,cart,17
apollo,construction.tools.axe,purchase,8
apollo,construction.tools.axe,view,277
apollo,construction.tools.generator,cart,1
apollo,construction.tools.generator,view,103
apollo,electronics.telephone,view,7
apollo,furniture.living_room.cabinet,cart,1
apollo,furniture.living_room.cabinet,view,441
apple,accessories.bag,view,47
apple,apparel.scarf,cart,180
apple,apparel.scarf,purchase,46
apple,apparel.scarf,view,7380
apple,apparel.shoes.slipons,cart,6873
apple,apparel.shoes.slipons,purchase,2002
apple,apparel.shoes.slipons,view,170914
apple,apparel.sock,cart,2
apple,apparel.sock,view,120
apple,appliances.kitchen.refrigerators,cart,344
apple,appliances.kitchen.refrigerators,purchase,96
apple,appliances.kitchen.refrigerators,view,24676
apple,computers.components.power_supply,view,63
apple,computers.desktop,cart,12
apple,computers.desktop,purchase,5
apple,computers.desktop,view,273
apple,computers.ebooks,cart,1
apple,computers.ebooks,view,24
apple,computers.notebook,cart,6
apple,computers.notebook,purchase,2
apple,computers.notebook,view,927
apple,computers.peripherals.keyboard,view,2
apple,computers.peripherals.mouse,view,53
apple,construction.tools.light,cart,222646
apple,construction.tools.light,purchase,74918
apple,construction.tools.light,view,2452113
apple,construction.tools.welding,cart,1228
apple,construction.tools.welding,purchase,311
apple,construction.tools.welding,view,37012
apple,country_yard.cultivator,cart,3113
apple,country_yard.cultivator,purchase,718
apple,country_yard.cultivator,view,24468
apple,electronics.audio.headphone,cart,9178
apple,electronics.audio.headphone,purchase,2345
apple,electronics.audio.headphone,view,293152
apple,electronics.camera.video,view,113
apple,electronics.clocks,cart,11511
apple,electronics.clocks,purchase,3857
apple,electronics.clocks,view,145132
apple,electronics.smartphone,cart,205
apple,electronics.smartphone,purchase,5
apple,electronics.smartphone,view,3618
apple,electronics.tablet,cart,14
apple,electronics.tablet,view,1998
apple,furniture.kitchen.table,cart,211
apple,furniture.kitchen.table,purchase,61
apple,furniture.kitchen.table,view,4403
apple,kids.swing,cart,89
apple,kids.swing,purchase,32
apple,kids.swing,view,3647
apple,sport.bicycle,cart,45090
apple,sport.bicycle,purchase,13144
apple,sport.bicycle,view,289256
apple,sport.ski,cart,25
apple,sport.ski,purchase,4
apple,sport.ski,view,4930
applegate,apparel.shoes.espadrilles,cart,6
applegate,apparel.shoes.espadrilles,purchase,1
applegate,apparel.shoes.espadrilles,view,700
appollo,apparel.shirt,view,1
appollo,apparel.shoes,cart,14
appollo,apparel.shoes,purchase,5
appollo,apparel.shoes,view,199
appollo,appliances.personal.scales,cart,41
appollo,appliances.personal.scales,purchase,8
appollo,appliances.personal.scales,view,2857
appollo,auto.accessories.alarm,cart,9
appollo,auto.accessories.alarm,purchase,1
appollo,auto.accessories.alarm,view,1804
aps,country_yard.lawn_mower,view,19
aqoamarin,kids.toys,view,18
aqua,electronics.clocks,cart,701
aqua,electronics.clocks,purchase,190
aqua,electronics.clocks,view,13230
aquabeads,furniture.kitchen.chair,view,10
aquabeads,kids.toys,view,32
aquael,apparel.shirt,cart,3
aquael,apparel.shirt,view,138
aquael,apparel.shoes,cart,15
aquael,apparel.shoes,purchase,5
aquael,apparel.shoes,view,1250
aquael,apparel.trousers,cart,1
aquael,apparel.trousers,view,139
aquafresh,apparel.shoes,cart,6
aquafresh,apparel.shoes,purchase,1
aquafresh,apparel.shoes,view,6
aquafruit,accessories.bag,cart,1
aquafruit,accessories.bag,purchase,1
aquafruit,accessories.bag,view,25
aquajet,furniture.living_room.chair,view,87
aqualife,apparel.shoes,view,1
aquamarine,apparel.shoes,view,19
aquamarine,computers.peripherals.printer,cart,21
